trait_gene_evidence_id	trait_id	trait_name	trait_name_normalized	gene_id	gene_symbol	evidence_id	evidence_source	support_level	trait_mapping_confidence	gene_mapping_confidence	allowed_usage	notes
TGE_00000466	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	salt tolerance plant growth hormone sensitivity abscisic acid sensitivity gibberellic acid sensitivity drought sensitivity heat tolerance flowering time plant height bacterial blight disease resistance cold tolerance	Os01g0626400	WRKY11, OsWRKY11, Dlf1, OsWRKY11.1, OsWRKY11.2	KGE_00000466	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000467	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	salt tolerance plant growth hormone sensitivity abscisic acid sensitivity gibberellic acid sensitivity drought sensitivity heat tolerance flowering time plant height bacterial blight disease resistance cold tolerance	Os01g0626400	WRKY11, OsWRKY11, OsWRKY11.2, Dlf1, OsWRKY11.1	KGE_00000467	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000468	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	lignin content plant height drought tolerance	Os01g0629900	MPK20-1, OsMAPK10, MAPK10, OsMPK20-1	KGE_00000468	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000469	NA	TO:0000396 - grain yield;TO:0000653 - seed development trait;TO:0002661 - seed maturation;TO:0000480 - nutrient sensitivity;TO:0000104 - floury endosperm;TO:0000382 - 1000-seed weight;TO:0000394 - drought related trait;TO:0000590 - grain weight;TO:0000100 - shrunken endosperm;TO:0006001 - salt tolerance;TO:0000696 - starch content;TO:0000162 - seed quality	grain yield seed development trait seed maturation nutrient sensitivity floury endosperm 1000 seed weight drought related trait grain weight shrunken endosperm salt tolerance starch content seed quality	Os01g0633100	AGPL2, OsAGPL2, osagpl2, APL2, OsAPL2, AGPiso, sh2, Sh2, GIF2, GAS1	KGE_00000469	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000470	NA	TO:0000276 - drought tolerance;TO:0006001 - salt tolerance	drought tolerance salt tolerance	Os01g0633400	CBSX10, OsCBSCBS4, CBSCBS4, OsCBSX10	KGE_00000470	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000471	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	seed color blast disease hull color seed coat color endosperm color stigma color heat tolerance seed development trait leaf color pericarp color anthocyanin content plant height apiculus color white backed planthopper resistance light sensitivity	Os01g0633500	RD, Rd, DFR, OsDFR, OS-DFR, OsDFR1, DFR1, DFR-1	KGE_00000471	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000472	NA	unspecified_trait	unspecified trait	Os01g0636600	PDF1B2, OsPDF1B2, OsPDF1B2.p	KGE_00000472	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000473	data_lt_2007__spkf	SPKF	female sterility pollen sterility blast disease drought tolerance male sterility f1 hybrid incompatibility	Os01g0636700	S13, OsCHR745, CHR745, CSB, OlCHR, RRM1-10, OsRRM1-10	KGE_00000473	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000474	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	plant height growth and development trait	Os01g0637500	PG3, OsPG3	KGE_00000474	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000475	NA	unspecified_trait	unspecified trait	Os01g0637600	PDF1B, OsPDF1B	KGE_00000475	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000476	data_lt_2007__lsen	LSEN	fructose content nitrogen sensitivity glume opening leaf senescence sugar content jasmonic acid content shoot dry weight flowering time sucrose content tiller number	Os01g0637800	MYB8, OsMYB305, MYB305, OsMYB8, Os2R_MYB9, 2R_MYB9, MYB2-10, OsMYB2-10	KGE_00000476	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000477	NA	unspecified_trait	unspecified trait	Os01g0638600	UGT703A1, OsUGT703A1	KGE_00000477	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000478	data_lt_2007__cult_code_repro;data_lt_2007__spkf	CULT_CODE_REPRO;SPKF	days to heading gibberellic acid sensitivity seed development trait spikelet fertility embryo development trait internode length plant height	Os01g0639100	OsRH2, RH2, eIF4A-3	KGE_00000478	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000479	NA	TO:0000276 - drought tolerance;TO:0000074 - blast disease;TO:0000175 - bacterial blight disease resistance;TO:0000303 - cold tolerance	drought tolerance blast disease bacterial blight disease resistance cold tolerance	Os01g0639200	SNL6, Snl6, OsSNL6, OsCCR2, CCR2	KGE_00000479	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000480	NA	TO:0000432 - temperature response trait;TO:0000259 - heat tolerance;TO:0000074 - blast disease;TO:0000522 - stomatal conductance;TO:0000316 - photosynthetic ability;TO:0001015 - photosynthetic rate;TO:0000457 - total biomass yield;TO:0000552 - shoot dry weight;TO:0000571 - shoot fresh weight;TO:0000520 - stomatal closure rate;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000460 - light intensity sensitivity;TO:0002657 - oxidative stress	temperature response trait heat tolerance blast disease stomatal conductance photosynthetic ability photosynthetic rate total biomass yield shoot dry weight shoot fresh weight stomatal closure rate drought tolerance salt tolerance light intensity sensitivity oxidative stress	Os01g0639900	BETACA1, CA1, CA, Os&beta;CA1, OsbCA1, Os&beta;CA1A, OsCA, OsbetaCA1, betaCA1	KGE_00000480	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000481	NA	TO:0000432 - temperature response trait;TO:0000259 - heat tolerance;TO:0000074 - blast disease;TO:0000522 - stomatal conductance;TO:0000316 - photosynthetic ability;TO:0001015 - photosynthetic rate;TO:0000457 - total biomass yield;TO:0000552 - shoot dry weight;TO:0000571 - shoot fresh weight;TO:0000520 - stomatal closure rate;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000460 - light intensity sensitivity;TO:0002657 - oxidative stress	temperature response trait heat tolerance blast disease stomatal conductance photosynthetic ability photosynthetic rate total biomass yield shoot dry weight shoot fresh weight stomatal closure rate drought tolerance salt tolerance light intensity sensitivity oxidative stress	Os01g0639900	BETACA1, CA1, CA, Os&beta;CA1B, OsbCA1B, OsCA, OsbetaCA1, betaCA1	KGE_00000481	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000482	NA	TO:0000432 - temperature response trait;TO:0000259 - heat tolerance;TO:0000074 - blast disease;TO:0000522 - stomatal conductance;TO:0000316 - photosynthetic ability;TO:0001015 - photosynthetic rate;TO:0000457 - total biomass yield;TO:0000552 - shoot dry weight;TO:0000571 - shoot fresh weight;TO:0000520 - stomatal closure rate;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000460 - light intensity sensitivity;TO:0002657 - oxidative stress	temperature response trait heat tolerance blast disease stomatal conductance photosynthetic ability photosynthetic rate total biomass yield shoot dry weight shoot fresh weight stomatal closure rate drought tolerance salt tolerance light intensity sensitivity oxidative stress	Os01g0639900	BETACA1, CA1, CA, Os&beta;CA1C, OsbCA1C, OsCA, OsbetaCA1, betaCA1	KGE_00000482	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000483	NA	unspecified_trait	unspecified trait	Os01g0642700	SDRLP4, SDRLP-4, OsSDRLP-4, OsSDRLP4	KGE_00000483	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000484	NA	TO:0001006 - adventitious root number;TO:0000615 - abscisic acid sensitivity;TO:0000303 - cold tolerance;TO:0000031 - silicon sensitivity;TO:0000084 - root number;TO:0000578 - root fresh weight;TO:0000656 - root development trait;TO:0000567 - tiller angle;TO:0002693 - gravity response trait	adventitious root number abscisic acid sensitivity cold tolerance silicon sensitivity root number root fresh weight root development trait tiller angle gravity response trait	Os01g0643300	PIN10A, PIN3A, OsPIN3, OsPIN3a, OsPIN3t, PIN3t, OsPIN10a	KGE_00000484	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000485	data_lt_2007__cult_code_repro;data_lt_2007__spkf	CULT_CODE_REPRO;SPKF	primary branch number tiller number 1000 dehulled grain weight salt tolerance grain size internode length panicle length leaf number plant height leaf sheath length gibberellic acid content shoot apical meristem development grain length seed set percent	Os01g0643600	SGD2, OsHOX3, HOX3, SGD2/OsHOX3, Oshox3, OsHox3, OsHDZ1, HDZ1, OsHDZIP1, HDZIP1	KGE_00000485	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000486	NA	TO:0000615 - abscisic acid sensitivity;TO:0006001 - salt tolerance;TO:0006002 - proline content;TO:0000168 - abiotic stress trait	abscisic acid sensitivity salt tolerance proline content abiotic stress trait	Os01g0644200	SALP1, OsSALP1	KGE_00000486	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000487	NA	unspecified_trait	unspecified trait	Os01g0645000	C3H9, OsC3H9	KGE_00000487	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000488	NA	TO:0000524 - submergence tolerance;TO:0000166 - gibberellic acid sensitivity;TO:0000173 - ethylene sensitivity	submergence tolerance gibberellic acid sensitivity ethylene sensitivity	Os01g0645200	SBF1, OsSBF1	KGE_00000488	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000489	NA	TO:0000084 - root number;TO:0000449 - grain yield per plant;TO:0000447 - filled grain number;TO:0000615 - abscisic acid sensitivity;TO:0000621 - inflorescence development trait;TO:0000557 - secondary branch number;TO:0000396 - grain yield;TO:0000031 - silicon sensitivity;TO:0000020 - black streak dwarf virus resistance;TO:0000428 - callus induction;TO:0001006 - adventitious root number;TO:0000578 - root fresh weight;TO:0000656 - root development trait;TO:0002672 - auxin content;TO:0000227 - root length;TO:0000259 - heat tolerance;TO:0001013 - lateral root number;TO:0000276 - drought tolerance	root number grain yield per plant filled grain number abscisic acid sensitivity inflorescence development trait secondary branch number grain yield silicon sensitivity black streak dwarf virus resistance callus induction adventitious root number root fresh weight root development trait auxin content root length heat tolerance lateral root number drought tolerance	Os01g0645400	YUCCA1, OsYUCCA1, OsYUC1, YUC1	KGE_00000489	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000490	NA	TO:0000084 - root number;TO:0000449 - grain yield per plant;TO:0000447 - filled grain number;TO:0000615 - abscisic acid sensitivity;TO:0000621 - inflorescence development trait;TO:0000557 - secondary branch number;TO:0000396 - grain yield;TO:0000031 - silicon sensitivity;TO:0000020 - black streak dwarf virus resistance;TO:0000428 - callus induction;TO:0001006 - adventitious root number;TO:0000578 - root fresh weight;TO:0000656 - root development trait;TO:0002672 - auxin content;TO:0000227 - root length;TO:0000259 - heat tolerance;TO:0001013 - lateral root number;TO:0000276 - drought tolerance	root number grain yield per plant filled grain number abscisic acid sensitivity inflorescence development trait secondary branch number grain yield silicon sensitivity black streak dwarf virus resistance callus induction adventitious root number root fresh weight root development trait auxin content root length heat tolerance lateral root number drought tolerance	Os01g0645400	YUCCA1, OsYUCCA1, OsYUC1, YUC1	KGE_00000490	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
